HDR,SYSTEM FREQUENCY DATA
FREQ,20181011020730,50.025
FREQ,20181011020745,50.012
FREQ,20181011020800,50.017
FREQ,20181011020815,50.005
FREQ,20181011020830,50.022
FREQ,20181011020845,50.010
FREQ,20181011020900,50.030
FREQ,20181011020915,50.037
FREQ,20181011020930,50.027
FREQ,20181011020945,50.045
FREQ,20181011021000,50.022
FREQ,20181011021015,50.030
FREQ,20181011021030,50.027
FREQ,20181011021045,50.045
FREQ,20181011021100,50.055
FREQ,20181011021115,50.032
FREQ,20181011021130,50.022
FREQ,20181011021145,50.040
FREQ,20181011021200,50.035
FREQ,20181011021215,50.055
FREQ,20181011021230,50.052
FREQ,20181011021245,50.045
FREQ,20181011021300,50.057
FREQ,20181011021315,50.052
FREQ,20181011021330,50.065
FREQ,20181011021345,50.067
FREQ,20181011021400,50.070
FREQ,20181011021415,50.077
FREQ,20181011021430,50.107
FREQ,20181011021445,50.082
FREQ,20181011021500,50.090
FREQ,20181011021515,50.085
FREQ,20181011021530,50.092
FREQ,20181011021545,50.090
FREQ,20181011021600,50.140
FREQ,20181011021615,50.125
FREQ,20181011021630,50.125
FREQ,20181011021645,50.135
FREQ,20181011021700,50.135
FREQ,20181011021715,50.137
FREQ,20181011021730,50.142
FREQ,20181011021745,50.150
FREQ,20181011021800,50.115
FREQ,20181011021815,50.102
FREQ,20181011021830,50.095
FREQ,20181011021845,50.065
FREQ,20181011021900,50.067
FREQ,20181011021915,50.095
FREQ,20181011021930,50.107
FREQ,20181011021945,50.090
FREQ,20181011022000,50.110
FREQ,20181011022015,50.095
FREQ,20181011022030,50.097
FREQ,20181011022045,50.077
FREQ,20181011022100,50.080
FREQ,20181011022115,50.082
FREQ,20181011022130,50.070
FREQ,20181011022145,50.055
FREQ,20181011022200,50.075
FREQ,20181011022215,50.065
FREQ,20181011022230,50.065
FREQ,20181011022245,50.035
FREQ,20181011022300,50.045
FREQ,20181011022315,50.060
FREQ,20181011022330,50.042
FREQ,20181011022345,50.040
FREQ,20181011022400,50.045
FREQ,20181011022415,50.050
FREQ,20181011022430,50.042
FREQ,20181011022445,50.052
FREQ,20181011022500,50.047
FREQ,20181011022515,50.042
FREQ,20181011022530,50.047
FREQ,20181011022545,50.075
FREQ,20181011022600,50.060
FREQ,20181011022615,50.055
FREQ,20181011022630,50.050
FREQ,20181011022645,50.077
FREQ,20181011022700,50.075
FREQ,20181011022715,50.065
FREQ,20181011022730,50.062
FREQ,20181011022745,50.075
FREQ,20181011022800,50.075
FREQ,20181011022815,50.120
FREQ,20181011022830,50.090
FREQ,20181011022845,50.077
FREQ,20181011022900,50.075
FREQ,20181011022915,50.075
FREQ,20181011022930,50.075
FREQ,20181011022945,50.077
FREQ,20181011023000,50.057
FREQ,20181011023015,50.060
FREQ,20181011023030,50.082
FREQ,20181011023045,50.090
FREQ,20181011023100,50.075
FREQ,20181011023115,50.060
FREQ,20181011023130,50.035
FREQ,20181011023145,50.047
FREQ,20181011023200,50.052
FREQ,20181011023215,50.050
FREQ,20181011023230,50.035
FREQ,20181011023245,50.030
FREQ,20181011023300,50.022
FREQ,20181011023315,50.010
FREQ,20181011023330,50.012
FREQ,20181011023345,50.025
FREQ,20181011023400,50.030
FREQ,20181011023415,50.025
FREQ,20181011023430,50.032
FREQ,20181011023445,50.077
FREQ,20181011023500,50.065
FREQ,20181011023515,50.062
FREQ,20181011023530,50.047
FREQ,20181011023545,50.057
FREQ,20181011023600,50.040
FREQ,20181011023615,50.070
FREQ,20181011023630,50.070
FREQ,20181011023645,50.065
FREQ,20181011023700,50.050
FREQ,20181011023715,50.052
FREQ,20181011023730,50.067
FREQ,20181011023745,50.047
FREQ,20181011023800,50.047
FREQ,20181011023815,50.057
FREQ,20181011023830,50.067
FREQ,20181011023845,50.060
FREQ,20181011023900,50.052
FREQ,20181011023915,50.057
FREQ,20181011023930,50.060
FREQ,20181011023945,50.065
FREQ,20181011024000,50.077
FREQ,20181011024015,50.065
FREQ,20181011024030,50.067
FREQ,20181011024045,50.080
FREQ,20181011024100,50.082
FREQ,20181011024115,50.070
FREQ,20181011024130,50.087
FREQ,20181011024145,50.070
FREQ,20181011024200,50.080
FREQ,20181011024215,50.070
FREQ,20181011024230,50.065
FREQ,20181011024245,50.067
FREQ,20181011024300,50.065
FREQ,20181011024315,50.057
FREQ,20181011024330,50.077
FREQ,20181011024345,50.075
FREQ,20181011024400,50.065
FREQ,20181011024415,50.072
FREQ,20181011024430,50.062
FREQ,20181011024445,50.052
FREQ,20181011024500,50.052
FREQ,20181011024515,50.067
FREQ,20181011024530,50.065
FREQ,20181011024545,50.072
FREQ,20181011024600,50.052
FREQ,20181011024615,50.060
FREQ,20181011024630,50.040
FREQ,20181011024645,50.055
FREQ,20181011024700,50.047
FREQ,20181011024715,50.035
FREQ,20181011024730,50.040
FREQ,20181011024745,50.005
FREQ,20181011024800,50.035
FREQ,20181011024815,50.022
FREQ,20181011024830,50.022
FREQ,20181011024845,50.010
FREQ,20181011024900,50.015
FREQ,20181011024915,50.022
FREQ,20181011024930,50.025
FREQ,20181011024945,50.020
FREQ,20181011025000,50.010
FREQ,20181011025015,50.015
FREQ,20181011025030,50.035
FREQ,20181011025045,50.007
FREQ,20181011025100,50.020
FREQ,20181011025115,50.015
FREQ,20181011025130,50.015
FREQ,20181011025145,50.022
FREQ,20181011025200,50.012
FREQ,20181011025215,50.007
FREQ,20181011025230,50.012
FREQ,20181011025245,50.020
FREQ,20181011025300,50.015
FREQ,20181011025315,50.017
FREQ,20181011025330,50.002
FREQ,20181011025345,50.027
FREQ,20181011025400,50.005
FREQ,20181011025415,50.015
FREQ,20181011025430,50.007
FREQ,20181011025445,50.020
FREQ,20181011025500,50.002
FREQ,20181011025515,50.007
FREQ,20181011025530,50.005
FREQ,20181011025545,50.007
FREQ,20181011025600,50.027
FREQ,20181011025615,50.012
FREQ,20181011025630,50.020
FREQ,20181011025645,50.025
FREQ,20181011025700,50.017
FREQ,20181011025715,50.040
FREQ,20181011025730,50.052
FREQ,20181011025745,50.050
FREQ,20181011025800,50.065
FREQ,20181011025815,50.060
FREQ,20181011025830,50.045
FREQ,20181011025845,50.050
FREQ,20181011025900,50.040
FREQ,20181011025915,50.050
FREQ,20181011025930,50.045
FREQ,20181011025945,50.050
FREQ,20181011030000,50.050
FREQ,20181011030015,50.022
FREQ,20181011030030,50.037
FREQ,20181011030045,50.015
FREQ,20181011030100,50.012
FREQ,20181011030115,50.007
FREQ,20181011030130,50.005
FREQ,20181011030145,49.995
FREQ,20181011030200,50.002
FREQ,20181011030215,50.010
FREQ,20181011030230,49.990
FREQ,20181011030245,49.977
FREQ,20181011030300,49.997
FREQ,20181011030315,49.975
FREQ,20181011030330,49.967
FREQ,20181011030345,49.960
FREQ,20181011030400,49.955
FREQ,20181011030415,49.957
FREQ,20181011030430,49.947
FREQ,20181011030445,49.947
FREQ,20181011030500,49.952
FREQ,20181011030515,49.952
FREQ,20181011030530,49.945
FREQ,20181011030545,49.950
FREQ,20181011030600,49.950
FREQ,20181011030615,49.960
FREQ,20181011030630,49.977
FREQ,20181011030645,49.952
FREQ,20181011030700,49.952
FREQ,20181011030715,49.960
FREQ,20181011030730,49.967
FREQ,20181011030745,49.962
FREQ,20181011030800,49.977
FREQ,20181011030815,49.997
FREQ,20181011030830,50.012
FREQ,20181011030845,50.040
FREQ,20181011030900,50.042
FREQ,20181011030915,50.057
FREQ,20181011030930,50.055
FREQ,20181011030945,50.062
FREQ,20181011031000,50.067
FREQ,20181011031015,50.075
FREQ,20181011031030,50.082
FREQ,20181011031045,50.057
FREQ,20181011031100,50.075
FREQ,20181011031115,50.070
FREQ,20181011031130,50.077
FREQ,20181011031145,50.072
FREQ,20181011031200,50.062
FREQ,20181011031215,50.067
FREQ,20181011031230,50.045
FREQ,20181011031245,50.050
FREQ,20181011031300,50.047
FREQ,20181011031315,50.045
FREQ,20181011031330,50.035
FREQ,20181011031345,50.022
FREQ,20181011031400,50.040
FREQ,20181011031415,50.032
FREQ,20181011031430,50.020
FREQ,20181011031445,50.037
FREQ,20181011031500,50.025
FREQ,20181011031515,50.017
FREQ,20181011031530,50.027
FREQ,20181011031545,50.032
FREQ,20181011031600,50.020
FREQ,20181011031615,50.030
FREQ,20181011031630,50.037
FREQ,20181011031645,50.030
FREQ,20181011031700,50.040
FREQ,20181011031715,50.030
FREQ,20181011031730,50.025
FREQ,20181011031745,50.022
FREQ,20181011031800,50.032
FREQ,20181011031815,50.035
FREQ,20181011031830,50.030
FREQ,20181011031845,50.027
FREQ,20181011031900,50.015
FREQ,20181011031915,50.002
FREQ,20181011031930,50.005
FREQ,20181011031945,50.007
FREQ,20181011032000,50.025
FREQ,20181011032015,50.025
FREQ,20181011032030,50.037
FREQ,20181011032045,50.030
FREQ,20181011032100,50.032
FREQ,20181011032115,50.032
FREQ,20181011032130,50.015
FREQ,20181011032145,50.010
FREQ,20181011032200,49.992
FREQ,20181011032215,50.015
FREQ,20181011032230,50.007
FREQ,20181011032245,50.015
FREQ,20181011032300,50.012
FREQ,20181011032315,50.015
FREQ,20181011032330,50.022
FREQ,20181011032345,50.010
FREQ,20181011032400,50.010
FREQ,20181011032415,50.015
FREQ,20181011032430,50.015
FREQ,20181011032445,50.012
FREQ,20181011032500,50.007
FREQ,20181011032515,50.017
FREQ,20181011032530,50.025
FREQ,20181011032545,50.025
FREQ,20181011032600,50.027
FREQ,20181011032615,50.015
FREQ,20181011032630,50.035
FREQ,20181011032645,50.030
FREQ,20181011032700,50.020
FREQ,20181011032715,50.010
FREQ,20181011032730,50.012
FREQ,20181011032745,50.027
FREQ,20181011032800,50.015
FREQ,20181011032815,50.025
FREQ,20181011032830,50.032
FREQ,20181011032845,50.017
FREQ,20181011032900,50.032
FREQ,20181011032915,50.027
FREQ,20181011032930,50.035
FREQ,20181011032945,50.010
FREQ,20181011033000,50.015
FREQ,20181011033015,50.020
FREQ,20181011033030,50.007
FREQ,20181011033045,50.007
FREQ,20181011033100,50.005
FREQ,20181011033115,50.007
FREQ,20181011033130,49.997
FREQ,20181011033145,49.987
FREQ,20181011033200,50.025
FREQ,20181011033215,49.995
FREQ,20181011033230,49.987
FREQ,20181011033245,49.980
FREQ,20181011033300,49.950
FREQ,20181011033315,49.947
FREQ,20181011033330,49.970
FREQ,20181011033345,49.955
FREQ,20181011033400,49.952
FREQ,20181011033415,49.945
FREQ,20181011033430,49.940
FREQ,20181011033445,49.942
FREQ,20181011033500,49.935
FREQ,20181011033515,49.952
FREQ,20181011033530,49.940
FREQ,20181011033545,49.927
FREQ,20181011033600,49.942
FREQ,20181011033615,49.927
FREQ,20181011033630,49.930
FREQ,20181011033645,49.927
FREQ,20181011033700,49.942
FREQ,20181011033715,49.950
FREQ,20181011033730,49.940
FREQ,20181011033745,49.937
FREQ,20181011033800,49.940
FREQ,20181011033815,49.935
FREQ,20181011033830,49.935
FREQ,20181011033845,49.942
FREQ,20181011033900,49.950
FREQ,20181011033915,49.920
FREQ,20181011033930,49.907
FREQ,20181011033945,49.912
FREQ,20181011034000,49.892
FREQ,20181011034015,49.922
FREQ,20181011034030,49.935
FREQ,20181011034045,49.935
FREQ,20181011034100,49.957
FREQ,20181011034115,49.950
FREQ,20181011034130,49.975
FREQ,20181011034145,49.962
FREQ,20181011034200,49.955
FREQ,20181011034215,49.960
FREQ,20181011034230,49.955
FREQ,20181011034245,49.977
FREQ,20181011034300,49.945
FREQ,20181011034315,49.955
FREQ,20181011034330,49.955
FREQ,20181011034345,49.955
FREQ,20181011034400,49.967
FREQ,20181011034415,49.942
FREQ,20181011034430,49.920
FREQ,20181011034445,49.935
FREQ,20181011034500,49.927
FREQ,20181011034515,49.917
FREQ,20181011034530,49.930
FREQ,20181011034545,49.932
FREQ,20181011034600,49.932
FREQ,20181011034615,49.947
FREQ,20181011034630,49.970
FREQ,20181011034645,49.960
FREQ,20181011034700,49.982
FREQ,20181011034715,49.952
FREQ,20181011034730,49.957
FREQ,20181011034745,49.955
FREQ,20181011034800,49.965
FREQ,20181011034815,49.962
FREQ,20181011034830,49.972
FREQ,20181011034845,50.005
FREQ,20181011034900,50.002
FREQ,20181011034915,49.972
FREQ,20181011034930,49.990
FREQ,20181011034945,49.980
FREQ,20181011035000,50.015
FREQ,20181011035015,49.950
FREQ,20181011035030,49.947
FREQ,20181011035045,49.960
FREQ,20181011035100,49.965
FREQ,20181011035115,49.960
FREQ,20181011035130,49.952
FREQ,20181011035145,49.945
FREQ,20181011035200,49.935
FREQ,20181011035215,49.932
FREQ,20181011035230,49.955
FREQ,20181011035245,49.982
FREQ,20181011035300,49.965
FREQ,20181011035315,49.955
FREQ,20181011035330,49.972
FREQ,20181011035345,49.967
FREQ,20181011035400,49.987
FREQ,20181011035415,50.010
FREQ,20181011035430,49.987
FREQ,20181011035445,50.010
FREQ,20181011035500,50.005
FREQ,20181011035515,49.997
FREQ,20181011035530,50.040
FREQ,20181011035545,50.025
FREQ,20181011035600,50.015
FREQ,20181011035615,50.042
FREQ,20181011035630,50.040
FREQ,20181011035645,50.027
FREQ,20181011035700,50.022
FREQ,20181011035715,50.037
FREQ,20181011035730,50.025
FREQ,20181011035745,50.020
FREQ,20181011035800,49.950
FREQ,20181011035815,49.942
FREQ,20181011035830,49.940
FREQ,20181011035845,49.942
FREQ,20181011035900,49.930
FREQ,20181011035915,49.935
FREQ,20181011035930,49.942
FREQ,20181011035945,49.957
FREQ,20181011040000,49.962
FREQ,20181011040015,49.947
FREQ,20181011040030,49.937
FREQ,20181011040045,49.917
FREQ,20181011040100,49.915
FREQ,20181011040115,49.922
FREQ,20181011040130,49.905
FREQ,20181011040145,49.900
FREQ,20181011040200,49.892
FREQ,20181011040215,49.897
FREQ,20181011040230,49.887
FREQ,20181011040245,49.882
FREQ,20181011040300,49.872
FREQ,20181011040315,49.895
FREQ,20181011040330,49.890
FREQ,20181011040345,49.890
FREQ,20181011040400,49.872
FREQ,20181011040415,49.862
FREQ,20181011040430,49.870
FREQ,20181011040445,49.845
FREQ,20181011040500,49.847
FREQ,20181011040515,49.840
FREQ,20181011040530,49.840
FREQ,20181011040545,49.835
FREQ,20181011040600,49.820
FREQ,20181011040615,49.828
FREQ,20181011040630,49.872
FREQ,20181011040645,49.905
FREQ,20181011040700,49.895
FREQ,20181011040715,49.915
FREQ,20181011040730,49.917
FREQ,20181011040745,49.905
FREQ,20181011040800,49.920
FREQ,20181011040815,49.930
FREQ,20181011040830,49.935
FREQ,20181011040845,49.935
FREQ,20181011040900,49.920
FREQ,20181011040915,49.930
FREQ,20181011040930,49.920
FREQ,20181011040945,49.925
FREQ,20181011041000,49.930
FREQ,20181011041015,49.940
FREQ,20181011041030,49.955
FREQ,20181011041045,49.955
FREQ,20181011041100,49.982
FREQ,20181011041115,50.005
FREQ,20181011041130,50.020
FREQ,20181011041145,50.032
FREQ,20181011041200,50.080
FREQ,20181011041215,50.105
FREQ,20181011041230,50.100
FREQ,20181011041245,50.107
FREQ,20181011041300,50.127
FREQ,20181011041315,50.117
FREQ,20181011041330,50.117
FREQ,20181011041345,50.107
FREQ,20181011041400,50.017
FREQ,20181011041415,50.002
FREQ,20181011041430,50.035
FREQ,20181011041445,50.030
FREQ,20181011041500,50.060
FREQ,20181011041515,50.020
FREQ,20181011041530,50.045
FREQ,20181011041545,50.047
FREQ,20181011041600,50.052
FREQ,20181011041615,50.067
FREQ,20181011041630,50.060
FREQ,20181011041645,50.055
FREQ,20181011041700,50.047
FREQ,20181011041715,50.052
FREQ,20181011041730,50.055
FREQ,20181011041745,50.037
FREQ,20181011041800,50.002
FREQ,20181011041815,50.035
FREQ,20181011041830,50.050
FREQ,20181011041845,50.037
FREQ,20181011041900,50.045
FREQ,20181011041915,50.037
FREQ,20181011041930,50.042
FREQ,20181011041945,50.047
FREQ,20181011042000,50.040
FREQ,20181011042015,50.040
FREQ,20181011042030,50.045
FREQ,20181011042045,50.025
FREQ,20181011042100,50.015
FREQ,20181011042115,50.015
FREQ,20181011042130,50.020
FREQ,20181011042145,50.017
FREQ,20181011042200,50.027
FREQ,20181011042215,50.027
FREQ,20181011042230,50.005
FREQ,20181011042245,50.057
FREQ,20181011042300,50.047
FREQ,20181011042315,50.027
FREQ,20181011042330,50.032
FREQ,20181011042345,50.032
FREQ,20181011042400,50.012
FREQ,20181011042415,50.010
FREQ,20181011042430,50.010
FREQ,20181011042445,49.992
FREQ,20181011042500,50.020
FREQ,20181011042515,50.012
FREQ,20181011042530,50.040
FREQ,20181011042545,50.025
FREQ,20181011042600,49.985
FREQ,20181011042615,49.985
FREQ,20181011042630,49.990
FREQ,20181011042645,49.965
FREQ,20181011042700,49.970
FREQ,20181011042715,50.005
FREQ,20181011042730,49.980
FREQ,20181011042745,50.005
FREQ,20181011042800,50.012
FREQ,20181011042815,49.992
FREQ,20181011042830,50.025
FREQ,20181011042845,50.027
FREQ,20181011042900,50.010
FREQ,20181011042915,49.995
FREQ,20181011042930,49.975
FREQ,20181011042945,49.972
FREQ,20181011043000,50.020
FREQ,20181011043015,49.982
FREQ,20181011043030,50.010
FREQ,20181011043045,49.997
FREQ,20181011043100,49.980
FREQ,20181011043115,49.992
FREQ,20181011043130,49.982
FREQ,20181011043145,49.990
FREQ,20181011043200,50.020
FREQ,20181011043215,49.982
FREQ,20181011043230,50.010
FREQ,20181011043245,50.035
FREQ,20181011043300,50.017
FREQ,20181011043315,50.022
FREQ,20181011043330,50.050
FREQ,20181011043345,50.045
FREQ,20181011043400,50.040
FREQ,20181011043415,50.032
FREQ,20181011043430,50.042
FREQ,20181011043445,50.050
FREQ,20181011043500,50.040
FREQ,20181011043515,50.037
FREQ,20181011043530,50.052
FREQ,20181011043545,50.065
FREQ,20181011043600,50.060
FREQ,20181011043615,50.060
FREQ,20181011043630,50.070
FREQ,20181011043645,50.085
FREQ,20181011043700,50.090
FREQ,20181011043715,50.080
FREQ,20181011043730,50.057
FREQ,20181011043745,50.090
FREQ,20181011043800,50.095
FREQ,20181011043815,50.115
FREQ,20181011043830,50.100
FREQ,20181011043845,50.090
FREQ,20181011043900,50.120
FREQ,20181011043915,50.112
FREQ,20181011043930,50.152
FREQ,20181011043945,50.145
FREQ,20181011044000,50.155
FREQ,20181011044015,50.137
FREQ,20181011044030,50.130
FREQ,20181011044045,50.155
FREQ,20181011044100,50.160
FREQ,20181011044115,50.165
FREQ,20181011044130,50.155
FREQ,20181011044145,50.163
FREQ,20181011044200,50.152
FREQ,20181011044215,50.147
FREQ,20181011044230,50.122
FREQ,20181011044245,50.135
FREQ,20181011044300,50.115
FREQ,20181011044315,50.163
FREQ,20181011044330,50.155
FREQ,20181011044345,50.145
FREQ,20181011044400,50.145
FREQ,20181011044415,50.125
FREQ,20181011044430,50.115
FREQ,20181011044445,50.092
FREQ,20181011044500,50.107
FREQ,20181011044515,50.092
FREQ,20181011044530,50.070
FREQ,20181011044545,50.060
FREQ,20181011044600,50.040
FREQ,20181011044615,50.025
FREQ,20181011044630,50.010
FREQ,20181011044645,50.012
FREQ,20181011044700,49.992
FREQ,20181011044715,49.970
FREQ,20181011044730,49.970
FREQ,20181011044745,49.957
FREQ,20181011044800,49.960
FREQ,20181011044815,49.965
FREQ,20181011044830,49.952
FREQ,20181011044845,49.950
FREQ,20181011044900,49.950
FREQ,20181011044915,49.950
FREQ,20181011044930,49.957
FREQ,20181011044945,49.962
FREQ,20181011045000,49.967
FREQ,20181011045015,49.962
FREQ,20181011045030,49.942
FREQ,20181011045045,49.977
FREQ,20181011045100,50.000
FREQ,20181011045115,50.002
FREQ,20181011045130,50.012
FREQ,20181011045145,50.012
FREQ,20181011045200,49.945
FREQ,20181011045215,49.940
FREQ,20181011045230,49.925
FREQ,20181011045245,49.955
FREQ,20181011045300,49.962
FREQ,20181011045315,49.960
FREQ,20181011045330,49.972
FREQ,20181011045345,49.980
FREQ,20181011045400,50.010
FREQ,20181011045415,50.000
FREQ,20181011045430,50.000
FREQ,20181011045445,50.005
FREQ,20181011045500,50.030
FREQ,20181011045515,50.037
FREQ,20181011045530,50.007
FREQ,20181011045545,50.012
FREQ,20181011045600,50.005
FREQ,20181011045615,49.995
FREQ,20181011045630,49.997
FREQ,20181011045645,50.012
FREQ,20181011045700,50.017
FREQ,20181011045715,50.010
FREQ,20181011045730,50.007
FREQ,20181011045745,50.010
FREQ,20181011045800,50.020
FREQ,20181011045815,49.970
FREQ,20181011045830,49.982
FREQ,20181011045845,49.972
FREQ,20181011045900,49.982
FREQ,20181011045915,49.945
FREQ,20181011045930,49.972
FREQ,20181011045945,49.950
FREQ,20181011050000,49.970
FREQ,20181011050015,49.952
FREQ,20181011050030,49.925
FREQ,20181011050045,49.957
FREQ,20181011050100,49.937
FREQ,20181011050115,49.930
FREQ,20181011050130,49.922
FREQ,20181011050145,50.022
FREQ,20181011050200,50.007
FREQ,20181011050215,49.997
FREQ,20181011050230,50.035
FREQ,20181011050245,50.052
FREQ,20181011050300,50.065
FREQ,20181011050315,50.022
FREQ,20181011050330,49.972
FREQ,20181011050345,49.985
FREQ,20181011050400,49.982
FREQ,20181011050415,49.982
FREQ,20181011050430,49.975
FREQ,20181011050445,49.970
FREQ,20181011050500,49.950
FREQ,20181011050515,49.950
FREQ,20181011050530,49.910
FREQ,20181011050545,49.917
FREQ,20181011050600,49.917
FREQ,20181011050615,49.870
FREQ,20181011050630,49.930
FREQ,20181011050645,49.957
FREQ,20181011050700,49.957
FREQ,20181011050715,49.967
FREQ,20181011050730,49.945
FREQ,20181011050745,49.945
FREQ,20181011050800,49.955
FREQ,20181011050815,49.995
FREQ,20181011050830,49.975
FREQ,20181011050845,50.000
FREQ,20181011050900,50.032
FREQ,20181011050915,50.035
FREQ,20181011050930,50.080
FREQ,20181011050945,50.065
FREQ,20181011051000,50.095
FREQ,20181011051015,50.112
FREQ,20181011051030,50.095
FREQ,20181011051045,50.092
FREQ,20181011051100,50.095
FREQ,20181011051115,50.077
FREQ,20181011051130,50.062
FREQ,20181011051145,50.075
FREQ,20181011051200,50.060
FREQ,20181011051215,50.060
FREQ,20181011051230,50.065
FREQ,20181011051245,50.080
FREQ,20181011051300,50.085
FREQ,20181011051315,50.085
FREQ,20181011051330,50.025
FREQ,20181011051345,50.037
FREQ,20181011051400,50.017
FREQ,20181011051415,50.032
FREQ,20181011051430,50.010
FREQ,20181011051445,49.972
FREQ,20181011051500,49.950
FREQ,20181011051515,49.930
FREQ,20181011051530,49.945
FREQ,20181011051545,50.022
FREQ,20181011051600,50.027
FREQ,20181011051615,50.022
FREQ,20181011051630,50.015
FREQ,20181011051645,49.997
FREQ,20181011051700,49.982
FREQ,20181011051715,49.985
FREQ,20181011051730,49.972
FREQ,20181011051745,49.975
FREQ,20181011051800,49.947
FREQ,20181011051815,49.950
FREQ,20181011051830,49.922
FREQ,20181011051845,49.912
FREQ,20181011051900,49.905
FREQ,20181011051915,49.905
FREQ,20181011051930,49.962
FREQ,20181011051945,49.980
FREQ,20181011052000,49.975
FREQ,20181011052015,49.955
FREQ,20181011052030,49.987
FREQ,20181011052045,49.980
FREQ,20181011052100,49.972
FREQ,20181011052115,49.945
FREQ,20181011052130,49.950
FREQ,20181011052145,49.945
FREQ,20181011052200,49.942
FREQ,20181011052215,49.935
FREQ,20181011052230,49.920
FREQ,20181011052245,49.915
FREQ,20181011052300,49.890
FREQ,20181011052315,49.902
FREQ,20181011052330,49.887
FREQ,20181011052345,49.890
FREQ,20181011052400,49.877
FREQ,20181011052415,49.882
FREQ,20181011052430,49.887
FREQ,20181011052445,49.995
FREQ,20181011052500,49.992
FREQ,20181011052515,49.997
FREQ,20181011052530,49.995
FREQ,20181011052545,50.000
FREQ,20181011052600,50.000
FREQ,20181011052615,50.055
FREQ,20181011052630,50.077
FREQ,20181011052645,50.075
FREQ,20181011052700,50.087
FREQ,20181011052715,50.057
FREQ,20181011052730,50.055
FREQ,20181011052745,50.065
FREQ,20181011052800,50.107
FREQ,20181011052815,50.102
FREQ,20181011052830,50.092
FREQ,20181011052845,50.090
FREQ,20181011052900,50.112
FREQ,20181011052915,50.130
FREQ,20181011052930,50.135
FREQ,20181011052945,50.185
FREQ,20181011053000,50.163
FREQ,20181011053015,50.142
FREQ,20181011053030,50.140
FREQ,20181011053045,50.132
FREQ,20181011053100,50.145
FREQ,20181011053115,50.142
FREQ,20181011053130,50.122
FREQ,20181011053145,50.122
FREQ,20181011053200,50.115
FREQ,20181011053215,50.080
FREQ,20181011053230,50.070
FREQ,20181011053245,50.055
FREQ,20181011053300,50.035
FREQ,20181011053315,50.017
FREQ,20181011053330,49.997
FREQ,20181011053345,49.990
FREQ,20181011053400,49.980
FREQ,20181011053415,49.925
FREQ,20181011053430,49.925
FREQ,20181011053445,49.937
FREQ,20181011053500,49.895
FREQ,20181011053515,49.875
FREQ,20181011053530,49.860
FREQ,20181011053545,49.887
FREQ,20181011053600,49.882
FREQ,20181011053615,49.880
FREQ,20181011053630,49.900
FREQ,20181011053645,49.920
FREQ,20181011053700,49.937
FREQ,20181011053715,50.015
FREQ,20181011053730,50.052
FREQ,20181011053745,50.042
FREQ,20181011053800,50.060
FREQ,20181011053815,50.087
FREQ,20181011053830,50.100
FREQ,20181011053845,50.110
FREQ,20181011053900,50.107
FREQ,20181011053915,50.092
FREQ,20181011053930,50.065
FREQ,20181011053945,50.072
FREQ,20181011054000,50.062
FREQ,20181011054015,50.052
FREQ,20181011054030,50.075
FREQ,20181011054045,50.055
FREQ,20181011054100,50.037
FREQ,20181011054115,49.945
FREQ,20181011054130,49.980
FREQ,20181011054145,49.987
FREQ,20181011054200,49.970
FREQ,20181011054215,50.000
FREQ,20181011054230,49.977
FREQ,20181011054245,49.957
FREQ,20181011054300,49.962
FREQ,20181011054315,49.950
FREQ,20181011054330,49.965
FREQ,20181011054345,49.935
FREQ,20181011054400,49.965
FREQ,20181011054415,49.980
FREQ,20181011054430,49.965
FREQ,20181011054445,49.987
FREQ,20181011054500,49.987
FREQ,20181011054515,49.962
FREQ,20181011054530,49.955
FREQ,20181011054545,49.955
FREQ,20181011054600,49.945
FREQ,20181011054615,49.945
FREQ,20181011054630,49.935
FREQ,20181011054645,49.970
FREQ,20181011054700,49.950
FREQ,20181011054715,49.942
FREQ,20181011054730,49.920
FREQ,20181011054745,49.945
FREQ,20181011054800,49.925
FREQ,20181011054815,49.897
FREQ,20181011054830,49.910
FREQ,20181011054845,49.905
FREQ,20181011054900,49.900
FREQ,20181011054915,49.885
FREQ,20181011054930,49.847
FREQ,20181011054945,49.835
FREQ,20181011055000,49.800
FREQ,20181011055015,49.820
FREQ,20181011055030,49.823
FREQ,20181011055045,49.820
FREQ,20181011055100,49.818
FREQ,20181011055115,49.865
FREQ,20181011055130,49.862
FREQ,20181011055145,49.855
FREQ,20181011055200,49.857
FREQ,20181011055215,49.850
FREQ,20181011055230,49.840
FREQ,20181011055245,49.842
FREQ,20181011055300,49.875
FREQ,20181011055315,49.902
FREQ,20181011055330,49.917
FREQ,20181011055345,49.937
FREQ,20181011055400,49.940
FREQ,20181011055415,49.920
FREQ,20181011055430,49.915
FREQ,20181011055445,49.905
FREQ,20181011055500,49.937
FREQ,20181011055515,49.927
FREQ,20181011055530,49.925
FREQ,20181011055545,49.940
FREQ,20181011055600,49.887
FREQ,20181011055615,49.900
FREQ,20181011055630,49.895
FREQ,20181011055645,49.880
FREQ,20181011055700,49.865
FREQ,20181011055715,49.932
FREQ,20181011055730,49.912
FREQ,20181011055745,49.922
FREQ,20181011055800,49.905
FREQ,20181011055815,49.887
FREQ,20181011055830,49.860
FREQ,20181011055845,49.890
FREQ,20181011055900,49.915
FREQ,20181011055915,49.940
FREQ,20181011055930,49.957
FREQ,20181011055945,50.012
FREQ,20181011060000,49.997
